,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,406,6047,1051,5.8,20,5,348,384,590,4380,29,15,7.1,217,437,1667,12,3.8,96,101,897,35,179,43.0,10.6,Own 29.3,2:52,6.09,33.7,2.23
Opp. Stats,308,4910,940,5.2,22,6,270,297,499,3217,20,16,5.8,157,385,1693,14,4.4,89,110,1041,24,178,30.3,12.4,Own 25.9,2:32,5.4,27.6,1.67
Lg Rank Offense,8,3,,,11,5,3,,6,3,4,23,4,,15,20,15,25,,,,,,5,20,11,3,4,6,4
Lg Rank Defense,7,5,,,13,23,4,,2,5,8,9,11,,4,10,22,27,,,,,,26,11,4,12,6,8,9
