,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,335,5814,1035,5.6,27,13,352,378,605,4366,26,14,6.8,243,390,1448,8,3.7,76,104,795,33,175,33.7,15.4,Own 27.6,2:43,6.13,33.1,1.79
Opp. Stats,382,6049,1011,6.0,26,13,327,371,549,4169,22,13,7.3,202,440,1880,17,4.3,102,109,937,23,175,38.9,13.1,Own 29.3,2:47,6.0,34.6,2.13
Lg Rank Offense,18,9,,,26,28,2,,3,4,10,20,10,,26,27,25,27,,,,,,16,3,21,11,3,7,15
Lg Rank Defense,22,32,,,7,2,26,,14,32,12,15,31,,20,23,30,24,,,,,,5,9,21,23,23,32,31
