,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,335,5502,1070,5.1,24,9,345,356,550,3441,21,15,5.8,181,477,2061,13,4.3,129,82,743,35,179,34.6,13.4,Own 27.3,2:54,6.13,30.5,1.80
Opp. Stats,434,6108,1065,5.7,19,8,346,400,597,4333,34,11,6.8,220,430,1775,14,4.1,101,96,803,25,177,42.4,10.7,Own 28.4,2:49,6.2,34.4,2.36
Lg Rank Offense,23,21,,,20,17,16,,21,21,20,21,23,,10,12,21,18,,,,,,21,8,28,10,13,21,23
Lg Rank Defense,25,22,,,21,11,18,,18,29,32,22,28,,12,8,11,9,,,,,,7,20,14,18,21,27,26
