,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,298,5045,992,5.1,23,12,277,285,456,2914,16,11,5.8,153,487,2131,16,4.4,104,111,956,20,190,27.9,10.5,Own 27.7,2:38,5.35,26.5,1.53
Opp. Stats,359,5978,1100,5.4,20,6,339,439,671,4671,29,14,6.6,215,390,1307,9,3.4,93,115,836,31,189,33.9,10.6,Own 27.7,2:47,6.0,31.5,1.84
Lg Rank Offense,28,30,,,17,27,31,,30,30,28,9,22,,11,13,11,16,,,,,,32,22,21,23,31,31,28
Lg Rank Defense,14,23,,,20,28,20,,32,32,28,12,27,,2,1,3,1,,,,,,24,19,7,13,15,19,13
