,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,449,6352,1126,5.6,15,4,367,415,591,4276,27,11,6.8,214,496,2076,23,4.2,127,114,990,26,179,44.7,7.8,Own 29.5,2:58,6.50,35.2,2.46
Opp. Stats,366,5597,1028,5.4,27,14,336,367,561,3645,30,13,6.1,192,426,1952,10,4.6,109,100,896,35,177,35.6,15.3,Own 29.6,2:46,6.0,31.5,1.97
Lg Rank Offense,11,8,,,4,1,8,,18,10,12,7,11,,7,10,3,22,,,,,,6,29,10,7,3,6,9
Lg Rank Defense,11,11,,,7,1,12,,10,7,25,15,13,,9,20,3,26,,,,,,21,5,23,14,15,14,14
