,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,396,6454,1009,6.4,21,9,345,407,607,4758,25,12,7.6,226,379,1696,17,4.5,89,110,909,30,175,43.4,11.4,Own 27.4,2:45,6.01,36.9,2.26
Opp. Stats,383,6046,1050,5.8,21,8,368,387,589,4130,22,13,6.6,225,423,1916,19,4.5,109,100,1023,34,169,38.5,11.8,Own 27.8,2:55,6.4,35.7,2.12
Lg Rank Offense,12,3,,,15,13,8,,7,2,14,14,2,,27,21,6,9,,,,,,5,14,23,7,10,3,6
Lg Rank Defense,19,28,,,17,19,32,,22,25,11,15,23,,19,24,28,27,,,,,,12,16,13,29,32,32,24
