,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,246,5028,1036,4.9,22,8,271,373,608,3479,20,14,5.4,178,394,1549,6,3.9,66,91,895,27,194,22.7,11.3,Own 26.7,2:22,5.48,25.9,1.22
Opp. Stats,388,5971,1052,5.7,19,6,313,347,561,4038,32,13,6.9,189,464,1933,10,4.2,101,115,923,23,197,35.5,9.6,Own 30.1,2:35,5.5,30.3,1.92
Lg Rank Offense,31,21,,,14,14,28,,1,19,23,20,26,,25,26,28,22,,,,,,31,16,27,31,25,26,32
Lg Rank Defense,27,31,,,23,23,17,,23,31,32,15,27,,24,27,9,20,,,,,,14,25,27,15,9,23,24
