,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,290,4488,927,4.8,23,11,267,304,510,3122,25,12,5.7,165,377,1366,6,3.6,72,110,1027,30,185,26.5,11.4,Own 27.9,2:22,5.11,24.2,1.46
Opp. Stats,349,5425,1091,5.0,14,3,325,336,561,3379,20,11,5.6,173,489,2046,13,4.2,111,106,906,41,184,37.0,7.6,Own 29.3,2:52,6.2,29.4,1.83
Lg Rank Offense,26,32,,,19,22,30,,25,27,12,11,21,,29,31,28,29,,,,,,27,15,20,31,32,32,25
Lg Rank Defense,16,18,,,30,32,24,,23,8,8,20,5,,31,30,18,22,,,,,,9,30,21,28,31,19,19
