,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,301,5185,952,5.4,28,14,287,347,558,3631,23,14,6.2,178,370,1554,13,4.2,78,114,1009,31,178,29.2,15.2,Own 28.3,2:36,5.49,29.1,1.69
Opp. Stats,373,5601,994,5.6,14,9,304,361,530,3858,24,5,6.9,187,433,1743,11,4.0,93,102,944,24,171,40.9,7.0,Own 27.8,2:55,6.1,32.9,2.07
Lg Rank Offense,23,17,,,28,30,24,,15,16,16,20,13,,30,25,11,13,,,,,,23,5,17,16,23,15,21
Lg Rank Defense,20,23,,,30,14,13,,11,26,18,32,28,,18,12,13,13,,,,,,1,31,12,30,27,29,29
