,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,304,5173,1029,5.0,16,7,287,323,506,3163,13,9,5.8,153,487,2010,16,4.1,115,86,753,19,194,29.9,7.7,Own 28.4,2:36,5.46,26.6,1.49
Opp. Stats,324,5816,1074,5.4,27,11,311,348,573,3860,23,16,6.2,186,454,1956,9,4.3,95,90,741,30,190,33.7,14.2,Own 29.2,2:43,5.8,30.5,1.68
Lg Rank Offense,28,25,,,2,9,29,,29,25,30,4,21,,9,13,11,19,,,,,,27,31,21,23,30,27,28
Lg Rank Defense,6,21,,,8,8,8,,18,17,17,11,20,,14,19,3,21,,,,,,21,7,20,15,16,19,8
