,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,376,5972,1011,5.9,22,6,356,378,563,3836,28,16,6.4,212,416,2136,17,5.1,117,92,818,27,173,37.0,12.1,Own 28.2,2:51,5.97,34.5,2.15
Opp. Stats,382,5651,948,6.0,23,10,315,353,529,3847,32,13,6.8,185,384,1804,13,4.7,110,91,805,20,171,38.0,12.9,Own 27.6,2:44,5.7,33.0,2.19
Lg Rank Offense,14,10,,,19,4,9,,15,16,14,25,16,,12,4,6,1,,,,,,16,13,18,8,12,8,11
Lg Rank Defense,19,15,,,14,12,11,,9,18,27,15,26,,8,12,15,23,,,,,,12,14,7,19,15,24,25
