,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,343,5563,1079,5.2,23,7,316,439,679,4100,20,16,5.8,205,367,1463,10,4.0,79,125,1111,32,191,35.6,10.5,Own 28.9,2:35,5.85,29.1,1.70
Opp. Stats,321,5154,993,5.2,28,10,294,369,578,3724,28,18,6.1,190,384,1430,10,3.7,74,94,900,30,192,28.1,14.1,Own 28.8,2:26,5.3,26.6,1.64
Lg Rank Offense,21,17,,,17,7,21,,1,12,21,22,26,,30,28,22,21,,,,,,18,19,13,23,15,21,22
Lg Rank Defense,9,7,,,4,9,3,,17,9,24,1,10,,8,5,5,5,,,,,,31,6,21,3,2,4,5
