,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,366,5422,1048,5.2,16,2,329,420,615,3895,27,14,5.9,208,383,1527,12,4.0,90,76,614,31,188,34.6,8.5,Own 28.0,2:48,5.74,28.8,1.87
Opp. Stats,384,6368,1055,6.0,26,9,351,364,555,4223,23,17,7.1,201,456,2145,17,4.7,127,92,784,23,187,38.5,13.4,Own 28.3,2:43,5.8,34.0,2.01
Lg Rank Offense,16,22,,,2,1,15,,7,15,12,19,20,,30,31,19,22,,,,,,21,28,23,11,23,21,15
Lg Rank Defense,21,31,,,12,17,27,,9,28,17,8,32,,15,26,25,30,,,,,,9,11,12,15,14,27,24
