,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,395,5993,1049,5.7,21,4,343,359,586,3934,28,17,6.3,193,428,2059,12,4.8,122,113,932,28,172,42.4,12.2,Own 26.6,3:02,6.30,34.7,2.18
Opp. Stats,418,6216,1077,5.8,13,7,360,399,590,4129,25,6,6.7,206,460,2087,20,4.5,126,93,758,28,179,40.8,7.3,Own 29.0,2:52,6.2,34.7,2.23
Lg Rank Offense,12,12,,,8,1,16,,12,11,9,28,12,,21,17,22,6,,,,,,5,8,28,2,4,6,8
Lg Rank Defense,26,28,,,32,23,27,,20,29,19,31,28,,17,19,25,23,,,,,,7,31,23,25,28,29,28
