,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,360,5529,1003,5.5,20,10,310,425,606,4036,30,10,6.2,218,357,1493,9,4.2,66,92,779,26,188,32.4,10.6,Own 30.3,2:31,5.52,29.2,1.80
Opp. Stats,341,4955,993,5.0,20,8,303,315,503,3140,15,12,5.7,160,440,1815,13,4.1,107,106,834,36,181,33.7,10.5,Own 28.6,2:45,5.7,27.3,1.63
Lg Rank Offense,19,20,,,16,21,22,,6,13,10,8,18,,27,30,27,25,,,,,,23,20,7,27,27,25,24
Lg Rank Defense,9,4,,,16,16,7,,5,3,1,18,4,,22,15,15,8,,,,,,24,19,15,20,14,4,3
