,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,364,5348,1006,5.3,23,9,288,358,540,3536,19,14,6.1,166,425,1812,12,4.3,98,104,841,24,192,32.8,12.0,Own 30.8,2:35,5.43,27.8,1.63
Opp. Stats,347,5474,1091,5.0,30,11,314,364,596,3681,28,19,5.7,194,441,1793,7,4.1,90,89,699,30,190,30.5,14.2,Own 28.9,2:48,5.9,28.7,1.63
Lg Rank Offense,17,26,,,17,14,28,,21,20,19,17,16,,22,24,22,21,,,,,,23,10,2,27,29,27,25
Lg Rank Defense,11,8,,,2,5,5,,25,16,27,3,9,,9,6,1,4,,,,,,31,6,19,16,10,8,3
