,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,369,5697,984,5.8,19,7,297,382,583,4047,23,12,6.4,208,354,1650,13,4.7,71,114,951,18,177,38.4,9.6,Own 27.2,2:37,5.79,32.2,1.97
Opp. Stats,412,5942,1034,5.7,21,5,346,362,560,4044,24,16,6.9,205,444,1898,18,4.3,103,110,919,38,181,40.9,11.6,Own 28.1,2:47,5.9,32.7,2.18
Lg Rank Offense,16,17,,,11,8,25,,9,11,21,12,17,,29,24,16,10,,,,,,12,27,26,25,19,15,18
Lg Rank Defense,23,24,,,15,28,25,,20,23,13,7,27,,25,20,28,11,,,,,,4,17,12,22,23,22,24
