,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,363,5324,913,5.8,23,8,278,316,477,3500,27,15,6.9,167,406,1824,14,4.5,90,125,1142,21,189,30.7,11.1,Own 29.6,2:27,4.96,28.0,1.81
Opp. Stats,380,6122,1088,5.6,25,9,349,368,591,3875,30,16,6.2,199,464,2247,12,4.8,109,109,919,41,194,35.1,12.9,Own 28.2,2:40,5.8,31.4,1.92
Lg Rank Offense,17,24,,,17,11,31,,31,26,12,18,6,,18,9,15,8,,,,,,25,17,8,27,32,26,19
Lg Rank Defense,18,29,,,11,17,26,,24,15,25,9,13,,28,30,13,31,,,,,,18,10,15,16,20,17,17
