,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,264,4599,934,4.9,22,10,266,291,473,2811,13,12,5.5,144,422,1788,13,4.2,92,115,943,30,174,24.1,12.1,Own 27.1,2:41,5.52,26.3,1.32
Opp. Stats,320,5106,1003,5.1,22,14,298,343,529,3376,18,8,5.9,180,432,1730,10,4.0,85,118,910,33,178,33.1,11.2,Own 29.4,2:51,5.8,28.7,1.67
Lg Rank Offense,29,30,,,14,19,32,,32,32,31,11,25,,18,16,11,11,,,,,,30,11,25,12,20,24,30
Lg Rank Defense,9,10,,,13,1,10,,10,7,5,29,14,,16,11,9,12,,,,,,20,16,23,27,19,16,8
