,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,355,6026,1020,5.9,15,4,337,366,583,4431,28,11,7.4,220,419,1595,10,3.8,84,108,927,33,177,33.3,8.5,Own 26.1,2:45,5.94,34.1,1.88
Opp. Stats,272,5254,997,5.3,27,9,282,329,524,3156,17,18,5.6,153,430,2098,11,4.9,99,109,996,30,179,28.5,15.1,Own 27.1,2:41,5.7,29.3,1.48
Lg Rank Offense,13,4,,,4,2,5,,8,1,6,9,2,,19,24,21,26,,,,,,17,28,30,9,8,4,12
Lg Rank Defense,3,15,,,6,14,6,,7,3,3,6,3,,14,31,13,32,,,,,,29,5,7,20,18,18,4
