,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,359,5900,1023,5.8,24,7,314,353,574,4007,29,17,6.5,189,411,1893,15,4.6,93,112,894,32,202,31.2,11.4,Own 28.5,2:20,5.21,29.2,1.81
Opp. Stats,392,6288,1122,5.6,31,14,377,393,626,4125,21,17,6.2,216,459,2163,20,4.7,130,119,990,31,201,35.3,15.4,Own 28.9,2:37,5.8,31.0,1.88
Lg Rank Offense,20,13,,,22,8,21,,11,14,11,26,13,,15,14,11,11,,,,,,27,14,16,31,29,26,23
Lg Rank Defense,21,30,,,2,1,31,,30,25,3,5,10,,28,28,31,24,,,,,,18,3,19,9,16,13,13
