,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,361,5934,1116,5.3,21,9,350,335,540,3444,19,12,5.9,182,532,2490,19,4.7,142,102,865,26,179,34.6,11.2,Own 28.2,3:00,6.37,33.0,1.89
Opp. Stats,381,5631,1041,5.4,20,9,329,315,519,3336,20,11,6.0,166,488,2295,22,4.7,129,88,714,34,187,38.5,10.2,Own 29.0,2:37,5.8,30.2,2.05
Lg Rank Offense,18,14,,,8,14,10,,21,22,19,10,20,,5,6,6,11,,,,,,20,19,18,5,3,9,18
Lg Rank Defense,20,14,,,20,17,15,,5,5,5,21,14,,23,25,29,25,,,,,,9,22,23,3,7,12,25
