,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,419,5822,1133,5.1,25,11,362,359,535,3418,22,14,5.9,194,551,2404,23,4.4,134,103,973,34,185,38.9,13.0,Own 29.7,3:04,6.30,31.4,2.16
Opp. Stats,354,5607,1039,5.4,22,6,331,395,628,4169,24,16,6.2,204,368,1438,14,3.9,90,118,1070,37,186,37.1,10.8,Own 29.6,2:33,5.8,30.1,1.93
Lg Rank Offense,15,17,,,23,27,9,,25,24,19,14,21,,1,5,3,14,,,,,,16,10,8,4,8,19,14
Lg Rank Defense,6,12,,,14,26,10,,30,25,7,10,19,,2,2,11,4,,,,,,17,19,23,3,7,10,11
