,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,321,5683,1092,5.2,28,11,326,327,530,3524,17,17,6.2,181,522,2159,14,4.1,121,84,743,24,196,32.1,14.3,Own 27.5,2:32,5.76,28.8,1.60
Opp. Stats,373,5458,1090,5.0,16,8,320,340,549,3449,24,8,5.8,183,499,2009,11,4.0,105,104,831,32,195,37.9,8.2,Own 29.9,2:41,5.8,28.0,1.86
Lg Rank Offense,26,17,,,23,20,17,,25,22,26,25,17,,3,9,15,17,,,,,,25,8,24,28,22,22,27
Lg Rank Defense,18,11,,,29,23,14,,7,8,22,27,10,,27,20,8,9,,,,,,10,28,25,11,11,7,15
