,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,425,6168,1083,5.7,13,6,332,398,604,4238,34,7,6.7,202,449,1930,10,4.3,103,111,1043,27,196,39.3,6.6,Own 28.6,2:34,5.72,31.4,2.08
Opp. Stats,426,6522,1152,5.7,24,8,391,401,626,4300,29,16,6.4,224,475,2222,15,4.7,131,93,786,36,194,40.2,11.9,Own 28.0,2:47,6.1,33.6,2.11
Lg Rank Offense,14,12,,,1,4,20,,11,11,9,1,12,,16,17,28,19,,,,,,15,31,16,28,27,18,15
Lg Rank Defense,24,30,,,13,11,30,,28,28,22,10,23,,22,26,14,29,,,,,,11,14,12,16,20,23,19
