,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,264,4976,983,5.1,25,11,296,338,567,3264,15,14,5.2,181,350,1712,13,4.9,83,95,736,32,180,27.2,13.3,Own 23.4,2:31,5.63,27.4,1.44
Opp. Stats,452,6279,1067,5.9,13,3,364,347,543,3996,36,10,7.0,220,498,2283,18,4.6,121,104,930,23,179,40.8,6.1,Own 30.2,2:56,6.1,35.0,2.43
Lg Rank Offense,31,30,,,21,24,26,,18,28,30,16,31,,31,19,16,2,,,,,,31,9,32,25,24,28,30
Lg Rank Defense,30,31,,,30,30,31,,7,21,32,23,29,,31,31,25,29,,,,,,6,31,26,30,28,30,31
