,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,377,5820,1083,5.4,14,6,329,372,592,4173,27,8,6.5,215,444,1647,10,3.7,84,114,937,30,191,37.2,7.3,Own 27.1,2:39,5.87,30.4,1.89
Opp. Stats,353,5622,1079,5.2,24,10,332,382,565,3979,17,14,6.5,185,468,1643,19,3.5,110,100,805,37,190,34.7,11.1,Own 28.5,2:45,5.9,29.6,1.80
Lg Rank Offense,13,12,,,1,4,15,,12,7,12,2,8,,20,22,23,29,,,,,,13,32,27,21,16,13,14
Lg Rank Defense,11,14,,,16,13,19,,13,23,1,16,27,,19,6,27,2,,,,,,17,20,14,19,18,13,13
