,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,389,5999,1135,5.3,20,11,367,334,556,3558,18,9,6.1,184,547,2441,19,4.5,153,116,940,30,177,40.7,10.7,Own 29.5,2:58,6.59,33.7,2.06
Opp. Stats,287,4687,974,4.8,17,5,286,337,577,3360,21,12,5.4,174,354,1327,11,3.7,82,113,1017,30,179,29.1,9.5,Own 28.4,2:31,5.6,26.0,1.59
Lg Rank Offense,13,9,,,16,25,7,,16,22,26,6,23,,1,2,3,15,,,,,,8,18,11,3,1,11,14
Lg Rank Defense,2,1,,,22,28,2,,23,5,3,18,2,,3,4,6,3,,,,,,31,24,14,5,8,3,2
