,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,448,6259,1000,6.3,18,10,332,386,536,4189,23,8,7.5,201,444,2070,23,4.7,111,105,967,20,175,44.6,9.1,Own 29.6,2:51,5.97,35.6,2.41
Opp. Stats,326,5384,1002,5.4,25,5,308,329,554,3597,22,20,6.0,172,406,1787,11,4.4,92,108,850,44,177,33.3,13.6,Own 25.8,2:37,5.9,30.4,1.75
Lg Rank Offense,4,2,,,9,19,7,,19,5,16,2,1,,13,5,1,2,,,,,,4,24,8,4,7,2,2
Lg Rank Defense,10,17,,,9,29,15,,17,15,12,3,16,,9,16,13,28,,,,,,17,7,2,16,22,24,13
