,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,275,5268,1003,5.3,34,9,291,311,550,3466,16,25,5.9,166,418,1802,10,4.3,97,93,837,28,185,29.7,17.8,Own 27.5,2:39,5.60,28.5,1.50
Opp. Stats,409,5479,1000,5.5,14,6,318,347,545,3898,30,8,6.8,203,428,1581,11,3.7,86,74,651,29,183,37.7,7.1,Own 30.2,2:36,5.7,29.9,2.05
Lg Rank Offense,30,26,,,31,13,27,,23,27,28,32,24,,13,12,22,14,,,,,,27,2,22,18,26,23,27
Lg Rank Defense,28,11,,,28,24,12,,8,17,25,29,24,,23,11,10,4,,,,,,13,29,26,12,12,14,21
