,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,310,5291,1018,5.2,27,11,289,377,598,3879,26,16,6.3,190,398,1412,6,3.5,73,88,857,26,193,27.5,13.0,Own 27.6,2:21,5.40,27.4,1.49
Opp. Stats,284,5435,1062,5.1,25,8,298,369,630,4018,15,17,6.0,191,397,1417,10,3.6,82,104,853,25,197,29.9,12.2,Own 27.8,2:34,5.6,27.6,1.41
Lg Rank Offense,26,25,,,24,24,29,,8,17,13,22,19,,22,29,32,30,,,,,,28,10,21,30,28,27,29
Lg Rank Defense,2,10,,,11,19,5,,29,23,2,4,7,,12,3,5,2,,,,,,28,13,13,8,9,6,1
