,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,397,6197,1009,6.1,21,6,342,368,584,4511,30,15,7.3,220,390,1686,12,4.3,93,111,881,29,178,38.8,11.8,Own 26.6,2:48,5.85,34.9,2.13
Opp. Stats,399,5743,1086,5.3,14,6,336,416,624,3992,27,8,6.0,200,422,1751,15,4.1,98,84,799,38,184,37.5,7.6,Own 28.8,2:50,6.1,31.1,2.04
Lg Rank Offense,11,6,,,8,4,17,,13,4,4,22,2,,31,25,22,19,,,,,,13,12,28,14,21,5,9
Lg Rank Defense,24,18,,,30,28,18,,31,27,26,29,13,,6,4,17,6,,,,,,11,30,17,23,21,16,22
