,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,313,5894,1159,5.1,22,12,346,499,751,4586,26,10,5.9,240,386,1308,5,3.4,79,99,793,27,194,32.0,10.3,Own 26.9,2:36,6.17,30.3,1.60
Opp. Stats,358,5513,1073,5.1,20,10,314,364,570,3461,29,10,5.6,186,458,2052,12,4.5,103,97,863,25,197,33.0,10.2,Own 29.9,2:42,5.6,27.9,1.82
Lg Rank Offense,25,15,,,14,27,13,,1,2,12,7,19,,32,32,32,32,,,,,,25,23,25,25,12,21,26
Lg Rank Defense,13,9,,,20,11,5,,18,9,28,24,6,,16,15,10,19,,,,,,26,23,30,9,3,4,12
