,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,377,5772,1114,5.2,30,16,336,412,620,4126,22,14,6.2,199,453,1646,17,3.6,98,83,644,39,195,35.4,14.9,Own 31.2,2:42,5.90,29.5,1.86
Opp. Stats,371,5828,1078,5.4,27,11,314,404,617,4076,27,16,6.2,198,421,1752,15,4.2,99,108,961,17,195,32.3,12.8,Own 28.5,2:35,5.7,29.8,1.83
Lg Rank Offense,13,13,,,28,31,13,,6,9,21,19,15,,17,24,9,30,,,,,,17,6,2,19,14,17,16
Lg Rank Defense,17,22,,,8,8,12,,28,26,25,11,18,,8,9,17,16,,,,,,23,13,14,5,6,16,14
