,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,382,5710,1055,5.4,14,6,334,357,527,3753,25,8,6.8,196,501,1957,15,3.9,100,100,949,38,185,38.9,7.6,Own 29.4,2:48,5.91,30.9,2.03
Opp. Stats,252,4415,956,4.6,19,5,260,324,555,3078,13,14,5.2,168,364,1337,10,3.7,59,105,928,33,179,27.9,10.1,Own 27.7,2:28,5.5,24.6,1.35
Lg Rank Offense,10,11,,,3,7,6,,21,11,12,2,9,,2,7,7,23,,,,,,8,30,9,8,11,9,8
Lg Rank Defense,1,1,,,23,29,2,,19,2,1,13,2,,3,2,9,5,,,,,,30,23,9,6,11,3,2
