,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,411,5830,1037,5.6,22,7,351,370,584,4202,32,15,6.7,220,409,1628,13,4.0,93,103,883,38,180,40.6,12.2,Own 28.3,2:45,5.94,32.3,2.24
Opp. Stats,392,6126,1024,6.0,17,9,353,378,582,4200,27,8,6.8,225,409,1926,12,4.7,93,125,1155,35,176,41.5,9.7,Own 26.6,2:41,6.0,34.7,2.13
Lg Rank Offense,8,10,,,16,7,5,,13,5,6,18,11,,16,23,16,22,,,,,,8,12,18,7,12,11,7
Lg Rank Defense,22,30,,,26,17,27,,19,27,20,29,25,,15,25,13,30,,,,,,3,22,3,19,25,28,25
