,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,407,5976,1044,5.7,23,11,346,399,573,3934,30,12,6.4,206,425,2042,12,4.8,106,106,854,34,187,40.6,11.2,Own 29.5,2:38,5.78,31.9,2.12
Opp. Stats,401,6149,1117,5.5,25,11,347,343,547,3595,23,14,6.1,188,525,2554,21,4.9,130,98,818,29,188,37.2,12.2,Own 28.3,2:52,6.1,32.6,2.05
Lg Rank Offense,9,13,,,17,24,13,,15,11,4,10,10,,22,18,22,7,,,,,,9,18,11,23,23,16,10
Lg Rank Defense,25,26,,,9,5,23,,10,13,14,12,15,,30,30,27,26,,,,,,13,11,13,25,25,22,24
