,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,450,6216,1047,5.9,17,8,347,338,512,3856,30,9,7.1,188,504,2360,20,4.7,132,94,730,27,186,41.4,9.1,Own 32.2,2:55,5.80,33.4,2.32
Opp. Stats,277,5110,1026,5.0,30,10,291,389,593,3789,20,20,5.9,188,389,1321,11,3.4,77,96,832,26,183,25.7,15.3,Own 25.7,2:38,5.7,27.9,1.45
Lg Rank Offense,6,5,,,3,7,11,,26,13,4,3,3,,9,8,5,10,,,,,,8,30,1,8,22,8,6
Lg Rank Defense,1,1,,,2,11,2,,21,20,5,1,11,,1,2,8,2,,,,,,32,2,1,4,6,5,1
