,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,266,4760,1057,4.5,19,7,267,338,518,2886,15,12,4.8,141,454,1874,10,4.1,97,89,711,29,199,23.6,8.5,Own 28.8,2:31,5.47,23.8,1.21
Opp. Stats,407,6149,1091,5.6,31,13,352,371,582,3898,21,18,6.3,191,475,2251,24,4.7,134,99,822,27,199,35.2,14.1,Own 29.1,2:37,5.6,30.9,1.96
Lg Rank Offense,30,29,,,12,9,30,,26,31,28,13,30,,16,16,23,18,,,,,,31,27,16,29,29,30,29
Lg Rank Defense,26,27,,,1,2,28,,20,19,10,3,24,,21,29,30,31,,,,,,16,9,18,7,5,22,20
