,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,326,5233,993,5.3,25,10,278,223,377,2219,19,15,5.1,109,558,3014,18,5.4,148,80,754,21,181,34.3,12.7,Own 29.9,2:46,5.64,28.7,1.85
Opp. Stats,463,6390,1043,6.1,23,9,361,323,481,3716,22,14,7.4,184,542,2674,31,4.9,151,84,647,26,177,41.8,11.9,Own 28.9,2:56,6.1,35.9,2.45
Lg Rank Offense,23,28,,,27,20,30,,32,32,19,22,32,,2,1,7,1,,,,,,21,7,6,18,26,23,19
Lg Rank Defense,32,29,,,14,17,28,,2,17,10,12,32,,31,31,32,27,,,,,,2,15,19,30,20,30,32
