,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,402,5732,1121,5.1,18,7,337,406,606,3990,28,11,6.2,199,480,1742,13,3.6,112,96,846,26,194,36.6,8.2,Own 31.2,2:44,5.97,29.6,1.94
Opp. Stats,327,5562,1054,5.3,29,11,300,333,558,3524,22,18,6.0,167,462,2038,10,4.4,100,102,775,33,196,31.6,14.3,Own 26.9,2:30,5.6,28.3,1.60
Lg Rank Offense,9,14,,,6,9,12,,9,11,8,10,16,,10,21,18,31,,,,,,14,30,2,16,13,16,11
Lg Rank Defense,8,13,,,4,8,3,,11,10,16,3,12,,17,22,4,22,,,,,,28,6,3,2,3,8,6
