,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,225,3865,902,4.3,28,10,239,283,495,2523,15,18,4.6,137,355,1342,9,3.8,76,101,786,26,187,19.3,15.0,Own 28.0,2:16,4.94,20.6,1.09
Opp. Stats,425,5741,1065,5.4,16,9,357,342,506,3262,21,7,5.9,186,510,2479,25,4.9,139,100,790,32,187,38.0,8.6,Own 29.5,2:52,5.9,30.6,2.12
Lg Rank Offense,32,32,,,27,21,32,,29,32,30,28,32,,28,32,27,32,,,,,,32,5,19,32,31,32,32
Lg Rank Defense,26,20,,,28,14,28,,6,4,3,29,6,,32,32,32,27,,,,,,13,26,25,28,21,10,22
