,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,318,5359,1052,5.1,29,13,321,369,626,3728,24,16,5.6,207,392,1631,8,4.2,75,129,1187,39,191,31.4,13.6,Own 26.6,2:27,5.71,28.0,1.63
Opp. Stats,400,5147,1030,5.0,13,6,305,345,551,3444,20,7,5.9,174,446,1703,17,3.8,93,101,948,38,191,39.3,5.8,Own 31.6,2:35,5.6,26.8,1.95
Lg Rank Offense,25,23,,,27,29,19,,4,20,16,22,27,,24,22,29,17,,,,,,23,8,29,27,20,25,24
Lg Rank Defense,25,6,,,30,24,8,,13,5,5,32,5,,27,19,24,6,,,,,,9,32,30,10,10,5,19
