,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,404,6075,1072,5.7,22,13,352,394,596,3959,25,9,6.3,208,448,2116,16,4.7,114,90,674,30,181,39.2,12.2,Own 29.6,2:48,6.12,33.5,2.08
Opp. Stats,350,6006,1106,5.4,27,13,350,385,601,4055,25,14,6.4,211,470,1951,14,4.2,114,90,683,25,180,36.1,14.4,Own 27.1,2:52,6.3,33.3,1.95
Lg Rank Offense,10,10,,,14,30,7,,10,10,14,3,11,,17,14,11,9,,,,,,11,9,8,14,14,7,11
Lg Rank Defense,12,24,,,5,2,24,,26,28,19,12,23,,20,12,14,7,,,,,,16,4,3,25,30,26,17
