,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,444,6119,1075,5.7,16,6,352,307,494,3404,20,10,6.5,167,550,2715,25,4.9,163,107,842,22,173,43.4,9.2,Own 28.1,2:56,6.40,35.0,2.34
Opp. Stats,385,5590,1076,5.2,16,4,358,409,589,3756,28,12,6.1,208,458,1834,18,4.0,115,92,824,35,180,37.2,8.9,Own 29.3,2:48,6.1,30.7,2.14
Lg Rank Offense,12,14,,,5,4,14,,32,25,25,6,13,,2,1,1,4,,,,,,10,26,22,9,4,7,12
Lg Rank Defense,18,10,,,26,31,23,,16,11,20,20,14,,18,9,23,6,,,,,,16,25,19,17,17,12,22
