,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,432,5900,1029,5.7,17,9,349,403,620,4199,40,8,6.4,222,374,1701,11,4.5,91,100,827,36,176,43.8,9.1,Own 29.6,2:50,6.03,33.6,2.47
Opp. Stats,388,5823,987,5.9,25,8,329,370,571,4308,32,17,7.1,227,376,1515,11,4.0,80,109,964,22,173,41.0,13.9,Own 28.7,2:40,5.9,33.7,2.25
Lg Rank Offense,4,8,,,8,13,7,,5,7,1,7,17,,29,20,20,7,,,,,,4,23,8,4,6,7,3
Lg Rank Defense,21,22,,,11,19,19,,16,31,29,4,30,,6,8,10,14,,,,,,5,7,19,16,21,27,29
