,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,289,5298,1103,4.8,34,14,310,398,604,3432,17,20,5.2,193,439,1866,8,4.3,91,89,794,26,195,29.2,16.9,Own 28.9,2:40,5.86,27.0,1.39
Opp. Stats,427,5678,1092,5.2,21,11,344,365,537,3569,25,10,6.1,184,511,2109,20,4.1,127,89,725,33,197,36.0,10.2,Own 29.2,2:40,5.7,28.7,1.99
Lg Rank Offense,30,27,,,32,32,23,,9,23,24,32,30,,19,23,30,23,,,,,,29,1,15,22,20,29,32
Lg Rank Defense,28,15,,,19,5,21,,8,11,19,24,16,,29,21,25,5,,,,,,17,23,27,5,5,9,19
