,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,258,4884,1050,4.7,30,10,299,351,593,3196,15,20,5.1,171,419,1688,8,4.0,90,88,674,38,189,27.5,15.9,Own 26.6,2:35,5.73,25.7,1.31
Opp. Stats,416,6032,1137,5.3,22,7,365,402,611,3839,27,15,6.0,216,492,2193,15,4.5,126,107,814,23,184,41.3,12.0,Own 31.1,2:55,6.4,32.8,2.15
Lg Rank Offense,31,31,,,32,23,31,,15,31,30,29,31,,25,24,31,24,,,,,,30,1,31,27,26,31,32
Lg Rank Defense,23,21,,,14,20,25,,24,15,16,12,11,,24,25,14,22,,,,,,9,13,30,22,28,21,23
