,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,483,6296,1076,5.9,19,12,360,328,494,3635,27,7,6.8,180,541,2661,26,4.9,145,102,955,35,197,43.1,9.6,Own 32.8,2:42,5.65,31.8,2.37
Opp. Stats,280,5123,1109,4.6,31,13,306,384,634,3263,18,18,4.7,175,415,1860,6,4.5,96,106,841,35,195,28.7,14.4,Own 27.7,2:34,5.9,26.2,1.35
Lg Rank Offense,4,6,,,12,24,6,,30,21,12,1,5,,1,1,4,3,,,,,,4,20,1,19,25,11,5
Lg Rank Defense,1,6,,,1,2,6,,31,6,2,3,1,,6,14,1,25,,,,,,30,5,9,4,17,4,1
