,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,245,4832,1005,4.8,29,16,277,329,536,3109,15,13,5.3,164,416,1723,7,4.1,92,121,1112,21,180,25.0,15.6,Own 27.0,2:41,5.76,26.9,1.24
Opp. Stats,316,4983,970,5.1,17,6,288,312,499,3113,17,11,5.8,162,434,1870,16,4.3,89,92,735,37,181,33.1,8.3,Own 29.5,2:38,5.6,27.5,1.72
Lg Rank Offense,31,27,,,28,32,29,,19,26,30,18,30,,12,19,30,26,,,,,,31,3,27,18,24,28,31
Lg Rank Defense,4,5,,,22,25,3,,4,2,2,23,5,,21,19,21,14,,,,,,27,27,25,10,5,5,6
