,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,387,6440,1185,5.4,26,8,394,396,611,3961,21,18,5.9,209,517,2479,18,4.8,159,102,852,26,195,38.5,13.3,Own 26.9,2:54,6.27,33.0,1.97
Opp. Stats,392,6178,1033,6.0,15,6,340,397,621,4742,31,9,7.2,232,378,1436,13,3.8,81,98,882,27,190,34.2,7.9,Own 27.9,2:32,5.6,32.4,1.95
Lg Rank Offense,17,6,,,25,14,5,,9,13,20,27,19,,3,3,9,5,,,,,,17,9,29,10,9,13,18
Lg Rank Defense,19,25,,,29,26,16,,26,32,26,26,31,,3,1,7,3,,,,,,25,29,10,2,4,20,13
